Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,NA_Sales_Million,EU_Sales,EU_Sales_Million,JP_Sales,JP_Sales_Million,Other_Sales,Other_Sales_Million,Global_Sales,Global_Sales_Million
697,God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,1.23M,0.68,0.68M,0.04,0.04M,0.34,0.34M,2.29,2.29M
698,Need for Speed Underground 2,XB,2004.0,Racing,Electronic Arts,1.38,1.38M,0.8,0.80M,0.0,0.00M,0.1,0.10M,2.28,2.28M
699,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,0.30M,1.27,1.27M,0.46,0.46M,0.26,0.26M,2.28,2.28M
700,Just Dance 2015,Wii,2014.0,Misc,Ubisoft,1.11,1.11M,0.98,0.98M,0.0,0.00M,0.2,0.20M,2.28,2.28M
701,Yokai Watch Busters,3DS,2015.0,Action,Level 5,0.0,0.00M,0.0,0.00M,2.28,2.28M,0.0,0.00M,2.28,2.28M
702,Mario Bros.,NES,1983.0,Platform,Nintendo,0.51,0.51M,0.12,0.12M,1.63,1.63M,0.02,0.02M,2.28,2.28M
703,FIFA Soccer 09,PS2,2008.0,Sports,Electronic Arts,0.38,0.38M,0.07,0.07M,0.01,0.01M,1.82,1.82M,2.28,2.28M
704,Star Wars: The Force Unleashed,PS3,2008.0,Action,LucasArts,1.01,1.01M,0.9,0.90M,0.0,0.00M,0.37,0.37M,2.28,2.28M
705,Borderlands 2,PS3,2012.0,Shooter,Take-Two Interactive,1.05,1.05M,0.77,0.77M,0.1,0.10M,0.36,0.36M,2.28,2.28M
706,TOCA Touring Car Championship,PS,1997.0,Racing,Codemasters,0.07,0.07M,2.0,2.00M,0.02,0.02M,0.18,0.18M,2.28,2.28M
707,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,1.12,1.12M,0.39,0.39M,0.64,0.64M,0.12,0.12M,2.27,2.27M
708,Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,1.34,1.34M,0.62,0.62M,0.0,0.00M,0.31,0.31M,2.27,2.27M
709,Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,1.07,1.07M,0.92,0.92M,0.04,0.04M,0.24,0.24M,2.27,2.27M
710,Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,1.22,1.22M,0.1,0.10M,0.91,0.91M,0.04,0.04M,2.27,2.27M
711,Wario Land 4,GBA,2001.0,Platform,Nintendo,0.9,0.90M,0.73,0.73M,0.54,0.54M,0.09,0.09M,2.26,2.26M
712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,1.40M,0.54,0.54M,0.02,0.02M,0.3,0.30M,2.26,2.26M
713,Call of Duty 3,Wii,,Shooter,Activision,1.19,1.19M,0.84,0.84M,0.0,0.00M,0.23,0.23M,2.26,2.26M
714,Resident Evil 4,Wii,2007.0,Action,Capcom,1.34,1.34M,0.57,0.57M,0.14,0.14M,0.21,0.21M,2.26,2.26M
715,Minecraft,PSV,2014.0,Misc,Sony Computer Entertainment Europe,0.28,0.28M,0.79,0.79M,0.87,0.87M,0.32,0.32M,2.25,2.25M
716,Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,0.62,0.62M,0.44,0.44M,1.06,1.06M,0.13,0.13M,2.25,2.25M
717,Cool Boarders 2,PS,1997.0,Sports,UEP Systems,1.52,1.52M,0.46,0.46M,0.2,0.20M,0.08,0.08M,2.25,2.25M
718,Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,1.48,1.48M,0.25,0.25M,0.46,0.46M,0.06,0.06M,2.25,2.25M
719,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,1.93M,0.15,0.15M,0.0,0.00M,0.17,0.17M,2.25,2.25M
720,Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,0.67,0.67M,0.41,0.41M,1.05,1.05M,0.11,0.11M,2.25,2.25M
721,Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,0.51,0.51M,0.51,0.51M,0.91,0.91M,0.32,0.32M,2.25,2.25M
722,Sonic Advance,GBA,2001.0,Platform,Sega,1.19,1.19M,0.71,0.71M,0.22,0.22M,0.13,0.13M,2.24,2.24M
723,Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,1.29,1.29M,0.83,0.83M,0.0,0.00M,0.11,0.11M,2.23,2.23M
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990.0,Action,Konami Digital Entertainment,1.74,1.74M,0.25,0.25M,0.21,0.21M,0.03,0.03M,2.23,2.23M
725,LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,Activision,1.42,1.42M,0.61,0.61M,0.0,0.00M,0.21,0.21M,2.23,2.23M
726,Dance Dance Revolution X2,PS2,2009.0,Simulation,Konami Digital Entertainment,1.09,1.09M,0.85,0.85M,0.0,0.00M,0.28,0.28M,2.23,2.23M
727,New Super Luigi U,WiiU,2013.0,Platform,Nintendo,1.27,1.27M,0.62,0.62M,0.18,0.18M,0.16,0.16M,2.22,2.22M
728,Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,0.88,0.88M,1.03,1.03M,0.0,0.00M,0.31,0.31M,2.22,2.22M
729,Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.71,1.71M,0.32,0.32M,0.02,0.02M,0.18,0.18M,2.22,2.22M
730,The Legend of Zelda: Link's Awakening DX,GB,1998.0,Adventure,Nintendo,1.0,1.00M,0.63,0.63M,0.45,0.45M,0.13,0.13M,2.22,2.22M
731,Need for Speed: Hot Pursuit,X360,2010.0,Racing,Electronic Arts,1.03,1.03M,0.98,0.98M,0.0,0.00M,0.21,0.21M,2.22,2.22M
732,BioShock 2,X360,2010.0,Shooter,Take-Two Interactive,1.45,1.45M,0.55,0.55M,0.02,0.02M,0.19,0.19M,2.21,2.21M
733,Assassin's Creed IV: Black Flag,XOne,2013.0,Action,Ubisoft,1.47,1.47M,0.55,0.55M,0.0,0.00M,0.19,0.19M,2.21,2.21M
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006.0,Action,Capcom,1.06,1.06M,0.82,0.82M,0.05,0.05M,0.28,0.28M,2.21,2.21M
735,Rock Band 2,X360,2008.0,Misc,Electronic Arts,1.78,1.78M,0.24,0.24M,0.0,0.00M,0.18,0.18M,2.2,2.20M
736,Frogger,2600,1981.0,Action,Parker Bros.,2.06,2.06M,0.12,0.12M,0.0,0.00M,0.02,0.02M,2.2,2.20M
737,Guitar Hero II,X360,2007.0,Misc,Activision,2.01,2.01M,0.02,0.02M,0.0,0.00M,0.17,0.17M,2.2,2.20M
738,Wario Land 3,GB,2000.0,Platform,Nintendo,1.11,1.11M,0.51,0.51M,0.34,0.34M,0.23,0.23M,2.2,2.20M
739,Pro Yakyuu Family Stadium,NES,1986.0,Sports,Namco Bandai Games,0.15,0.15M,0.0,0.00M,2.05,2.05M,0.0,0.00M,2.2,2.20M
740,Sonic Unleashed,Wii,2008.0,Platform,Sega,1.28,1.28M,0.68,0.68M,0.02,0.02M,0.21,0.21M,2.2,2.20M
741,High School Musical: Makin' the Cut!,DS,2007.0,Puzzle,Disney Interactive Studios,1.06,1.06M,0.91,0.91M,0.0,0.00M,0.23,0.23M,2.2,2.20M
742,Pro Evolution Soccer 2012,PS3,2011.0,Action,Konami Digital Entertainment,0.34,0.34M,0.97,0.97M,0.55,0.55M,0.33,0.33M,2.19,2.19M
743,Saints Row,X360,2006.0,Action,THQ,1.17,1.17M,0.78,0.78M,0.02,0.02M,0.22,0.22M,2.19,2.19M
744,Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,1.68,1.68M,0.44,0.44M,0.0,0.00M,0.08,0.08M,2.19,2.19M
745,Kirby's Pinball Land,GB,1992.0,Misc,Nintendo,0.87,0.87M,0.17,0.17M,1.1,1.10M,0.05,0.05M,2.19,2.19M
746,Donkey Kong Country,GB,2000.0,Platform,Nintendo,1.04,1.04M,0.72,0.72M,0.3,0.30M,0.13,0.13M,2.19,2.19M
747,Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.59,0.59M,1.07,1.07M,0.07,0.07M,0.45,0.45M,2.19,2.19M
748,Yu-Gi-Oh: Duel Monsters 4,GB,2000.0,Role-Playing,Konami Digital Entertainment,0.0,0.00M,0.0,0.00M,2.17,2.17M,0.01,0.01M,2.18,2.18M
749,ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,1.92,1.92M,0.2,0.20M,0.0,0.00M,0.06,0.06M,2.18,2.18M
750,Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,1.21,1.21M,0.78,0.78M,0.01,0.01M,0.17,0.17M,2.18,2.18M
751,Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.97,1.97M,0.07,0.07M,0.0,0.00M,0.13,0.13M,2.18,2.18M
752,Pokemon Ranger,DS,2006.0,Role-Playing,Nintendo,1.29,1.29M,0.04,0.04M,0.73,0.73M,0.12,0.12M,2.18,2.18M
753,Mario & Luigi: Superstar Saga,GBA,2003.0,Role-Playing,Nintendo,1.48,1.48M,0.17,0.17M,0.47,0.47M,0.06,0.06M,2.17,2.17M
754,Final Fantasy XIII,X360,2010.0,Role-Playing,Square Enix,1.27,1.27M,0.68,0.68M,0.01,0.01M,0.2,0.20M,2.17,2.17M
755,Star Wars: Rogue Squadron,N64,1998.0,Simulation,Nintendo,1.6,1.60M,0.46,0.46M,0.08,0.08M,0.03,0.03M,2.17,2.17M
756,Tennis,NES,1984.0,Sports,Nintendo,0.48,0.48M,0.11,0.11M,1.56,1.56M,0.02,0.02M,2.17,2.17M
757,The Sims: House Party,PC,2001.0,Simulation,Electronic Arts,1.23,1.23M,0.83,0.83M,0.0,0.00M,0.1,0.10M,2.16,2.16M
758,Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.51,1.51M,0.47,0.47M,0.0,0.00M,0.18,0.18M,2.16,2.16M
759,Syphon Filter 2,PS,2000.0,Shooter,Sony Computer Entertainment,1.5,1.50M,0.55,0.55M,0.02,0.02M,0.08,0.08M,2.15,2.15M
760,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.54,0.54M,1.16,1.16M,0.13,0.13M,0.32,0.32M,2.15,2.15M
761,Volleyball,NES,1987.0,Sports,Nintendo,0.14,0.14M,0.03,0.03M,1.98,1.98M,0.0,0.00M,2.15,2.15M
762,FIFA 15,XOne,2014.0,Sports,Electronic Arts,0.6,0.60M,1.41,1.41M,0.0,0.00M,0.14,0.14M,2.15,2.15M
763,Call of Duty: Roads to Victory,PSP,2007.0,Shooter,Activision,0.52,0.52M,1.03,1.03M,0.0,0.00M,0.59,0.59M,2.14,2.14M
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.66M,0.0,0.00M,1.45,1.45M,0.03,0.03M,2.14,2.14M
765,Mahjong,NES,1983.0,Misc,Nintendo,0.01,0.01M,0.0,0.00M,2.13,2.13M,0.0,0.00M,2.14,2.14M
766,R.C. Pro-Am,NES,1988.0,Racing,Nintendo,1.47,1.47M,0.38,0.38M,0.19,0.19M,0.1,0.10M,2.14,2.14M
767,SimCity 2000,PC,1992.0,Simulation,Maxis,1.2,1.20M,0.84,0.84M,0.0,0.00M,0.1,0.10M,2.14,2.14M
768,Demon Attack,2600,1981.0,Shooter,Imagic,1.99,1.99M,0.12,0.12M,0.0,0.00M,0.02,0.02M,2.13,2.13M
769,Dance Dance Revolution Extreme,PS2,2004.0,Simulation,Konami Digital Entertainment,1.04,1.04M,0.81,0.81M,0.0,0.00M,0.27,0.27M,2.13,2.13M
770,Tetris DS,DS,2006.0,Puzzle,Nintendo,0.64,0.64M,0.07,0.07M,1.35,1.35M,0.08,0.08M,2.13,2.13M
771,Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.82M,0.37,0.37M,0.89,0.89M,0.05,0.05M,2.13,2.13M
772,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.59,0.59M,1.16,1.16M,0.06,0.06M,0.33,0.33M,2.13,2.13M
773,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios,0.93,0.93M,0.97,0.97M,0.02,0.02M,0.21,0.21M,2.12,2.12M
774,Final Fantasy III,DS,2006.0,Role-Playing,Square Enix,0.91,0.91M,0.05,0.05M,1.07,1.07M,0.09,0.09M,2.12,2.12M
775,Kirby's Epic Yarn,Wii,2010.0,Platform,Nintendo,1.47,1.47M,0.09,0.09M,0.45,0.45M,0.11,0.11M,2.12,2.12M
776,Project Gotham Racing,XB,2001.0,Racing,Microsoft Game Studios,1.37,1.37M,0.61,0.61M,0.05,0.05M,0.09,0.09M,2.12,2.12M
777,Golf,GB,1989.0,Sports,Nintendo,0.83,0.83M,0.33,0.33M,0.92,0.92M,0.04,0.04M,2.12,2.12M
778,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,1.61M,0.27,0.27M,0.05,0.05M,0.18,0.18M,2.11,2.11M
779,Borderlands,PS3,2009.0,Shooter,Take-Two Interactive,1.2,1.20M,0.62,0.62M,0.0,0.00M,0.29,0.29M,2.11,2.11M
780,Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,1.68,1.68M,0.4,0.40M,0.0,0.00M,0.03,0.03M,2.11,2.11M
781,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,0.11M,1.34,1.34M,0.4,0.40M,0.26,0.26M,2.11,2.11M
782,Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,1.68,1.68M,0.31,0.31M,0.02,0.02M,0.09,0.09M,2.11,2.11M
783,Mario Sports Mix,Wii,2010.0,Sports,Nintendo,0.9,0.90M,0.45,0.45M,0.63,0.63M,0.13,0.13M,2.11,2.11M
784,Rock Band,Wii,,Misc,MTV Games,1.35,1.35M,0.56,0.56M,0.0,0.00M,0.2,0.20M,2.11,2.11M
785,Dynasty Warriors 4,PS2,2003.0,Action,Tecmo Koei,0.63,0.63M,0.21,0.21M,1.13,1.13M,0.13,0.13M,2.11,2.11M
786,Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.63,1.63M,0.33,0.33M,0.0,0.00M,0.15,0.15M,2.11,2.11M
787,Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,0.94,0.94M,0.07,0.07M,1.05,1.05M,0.04,0.04M,2.1,2.10M
788,Scooby-Doo! Night of 100 Frights,PS2,2002.0,Platform,THQ,1.17,1.17M,0.72,0.72M,0.0,0.00M,0.22,0.22M,2.1,2.10M
789,Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,1.54M,0.44,0.44M,0.04,0.04M,0.07,0.07M,2.1,2.10M
790,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,1.77,1.77M,0.13,0.13M,0.02,0.02M,0.18,0.18M,2.1,2.10M
791,Portal 2,X360,2011.0,Shooter,Valve Software,1.41,1.41M,0.51,0.51M,0.01,0.01M,0.17,0.17M,2.1,2.10M
792,Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.99M,0.63,0.63M,0.29,0.29M,0.19,0.19M,2.09,2.09M
793,Derby Stallion,PS,1997.0,Sports,ASCII Entertainment,0.0,0.00M,0.0,0.00M,1.96,1.96M,0.14,0.14M,2.09,2.09M
794,Dead Rising,X360,2006.0,Action,Capcom,1.16,1.16M,0.65,0.65M,0.08,0.08M,0.2,0.20M,2.09,2.09M
795,Finding Nemo,PS2,2003.0,Action,THQ,1.26,1.26M,0.6,0.60M,0.05,0.05M,0.18,0.18M,2.09,2.09M
796,NBA 2K11,X360,2010.0,Action,Take-Two Interactive,1.84,1.84M,0.12,0.12M,0.01,0.01M,0.13,0.13M,2.09,2.09M
797,Wipeout: The Game,Wii,2009.0,Misc,Mindscape,1.97,1.97M,0.0,0.00M,0.0,0.00M,0.12,0.12M,2.09,2.09M
798,The Sims 2: Pets,DS,2006.0,Simulation,Electronic Arts,0.92,0.92M,0.94,0.94M,0.0,0.00M,0.22,0.22M,2.09,2.09M
799,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts,0.7,0.70M,0.93,0.93M,0.14,0.14M,0.32,0.32M,2.09,2.09M
800,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami Digital Entertainment,0.46,0.46M,0.42,0.42M,0.96,0.96M,0.25,0.25M,2.09,2.09M
801,World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,1.77,1.77M,0.32,0.32M,0.0,0.00M,0.0,0.00M,2.08,2.08M
802,Tetris Worlds,PS2,2002.0,Puzzle,THQ,1.11,1.11M,0.71,0.71M,0.0,0.00M,0.27,0.27M,2.08,2.08M
803,Need For Speed: Undercover,PS3,2008.0,Racing,Electronic Arts,0.63,0.63M,1.02,1.02M,0.05,0.05M,0.39,0.39M,2.08,2.08M
804,Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,Konami Digital Entertainment,1.36,1.36M,0.52,0.52M,0.0,0.00M,0.2,0.20M,2.08,2.08M
805,Mario Party 5,GC,2003.0,Misc,Nintendo,0.97,0.97M,0.33,0.33M,0.73,0.73M,0.06,0.06M,2.08,2.08M
806,Ghostbusters: The Video Game (DS Version),PS3,2010.0,Action,Take-Two Interactive,0.59,0.59M,0.99,0.99M,0.13,0.13M,0.36,0.36M,2.08,2.08M
807,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,2.04M,0.04,0.04M,0.0,0.00M,0.0,0.00M,2.08,2.08M
808,Warcraft: Orcs & Humans,PC,1994.0,Strategy,Activision,0.89,0.89M,1.08,1.08M,0.0,0.00M,0.11,0.11M,2.08,2.08M
809,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.79M,0.94,0.94M,0.0,0.00M,0.35,0.35M,2.08,2.08M
810,Spec Ops: Airborne Commando,PS,2002.0,Shooter,Take-Two Interactive,1.54,1.54M,0.46,0.46M,0.0,0.00M,0.08,0.08M,2.07,2.07M
811,Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,Square Enix,0.63,0.63M,0.42,0.42M,0.75,0.75M,0.26,0.26M,2.07,2.07M
812,UFC 2009 Undisputed,X360,2009.0,Fighting,THQ,1.48,1.48M,0.39,0.39M,0.0,0.00M,0.19,0.19M,2.07,2.07M
813,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai Games,0.75,0.75M,0.54,0.54M,0.54,0.54M,0.23,0.23M,2.07,2.07M
814,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001.0,Strategy,Konami Digital Entertainment,1.64,1.64M,0.36,0.36M,0.0,0.00M,0.07,0.07M,2.07,2.07M
815,Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts,1.04,1.04M,0.8,0.80M,0.01,0.01M,0.22,0.22M,2.06,2.06M
816,The Sims 3,PS3,2010.0,Simulation,Electronic Arts,0.73,0.73M,0.97,0.97M,0.02,0.02M,0.34,0.34M,2.06,2.06M
817,Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft,1.2,1.20M,0.63,0.63M,0.04,0.04M,0.19,0.19M,2.06,2.06M
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005.0,Role-Playing,Nintendo,0.71,0.71M,0.52,0.52M,0.74,0.74M,0.08,0.08M,2.06,2.06M
819,The Incredibles,GBA,2004.0,Action,THQ,1.15,1.15M,0.77,0.77M,0.04,0.04M,0.1,0.10M,2.06,2.06M
820,R4: Ridge Racer Type 4,PS,1998.0,Racing,Namco Bandai Games,0.68,0.68M,0.46,0.46M,0.79,0.79M,0.13,0.13M,2.06,2.06M
821,SoulCalibur II,PS2,2003.0,Fighting,Namco Bandai Games,1.06,1.06M,0.62,0.62M,0.13,0.13M,0.25,0.25M,2.06,2.06M
822,Mario & Luigi: Dream Team,3DS,2013.0,Role-Playing,Nintendo,0.89,0.89M,0.57,0.57M,0.46,0.46M,0.13,0.13M,2.06,2.06M
823,Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts,0.73,0.73M,0.92,0.92M,0.04,0.04M,0.37,0.37M,2.05,2.05M
824,Carnival Games,DS,2008.0,Misc,Take-Two Interactive,1.23,1.23M,0.64,0.64M,0.0,0.00M,0.19,0.19M,2.05,2.05M
825,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.43,1.43M,0.33,0.33M,0.04,0.04M,0.25,0.25M,2.05,2.05M
826,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,Nintendo,1.16,1.16M,0.06,0.06M,0.83,0.83M,0.0,0.00M,2.05,2.05M
827,Sonic Mega Collection,GC,2002.0,Misc,Infogrames,1.47,1.47M,0.48,0.48M,0.05,0.05M,0.06,0.06M,2.05,2.05M
828,Diablo III,PS3,2013.0,Role-Playing,Activision,0.71,0.71M,0.83,0.83M,0.15,0.15M,0.35,0.35M,2.05,2.05M
829,NBA Jam,GEN,1992.0,Sports,Arena Entertainment,1.75,1.75M,0.25,0.25M,0.0,0.00M,0.05,0.05M,2.05,2.05M
830,PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios,0.48,0.48M,1.29,1.29M,0.02,0.02M,0.25,0.25M,2.05,2.05M
831,Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,Square Enix,1.11,1.11M,0.27,0.27M,0.53,0.53M,0.14,0.14M,2.04,2.04M
832,Dance Central 2,X360,2011.0,Misc,Microsoft Game Studios,1.45,1.45M,0.42,0.42M,0.01,0.01M,0.16,0.16M,2.04,2.04M
833,Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,0.73,0.73M,1.09,1.09M,0.0,0.00M,0.23,0.23M,2.04,2.04M
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,1.74,1.74M,0.02,0.02M,0.0,0.00M,0.28,0.28M,2.04,2.04M
835,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,0.71,0.71M,1.02,1.02M,0.0,0.00M,0.31,0.31M,2.04,2.04M
836,Donkey Kong Country,GBA,2003.0,Platform,Nintendo,1.2,1.20M,0.48,0.48M,0.29,0.29M,0.07,0.07M,2.04,2.04M
837,Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,0.58,0.58M,1.06,1.06M,0.03,0.03M,0.37,0.37M,2.04,2.04M
838,Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,1.53,1.53M,0.25,0.25M,0.0,0.00M,0.25,0.25M,2.03,2.03M
839,1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,1.25,1.25M,0.61,0.61M,0.13,0.13M,0.05,0.05M,2.03,2.03M
840,Just Dance 3,X360,2011.0,Misc,Ubisoft,1.47,1.47M,0.4,0.40M,0.0,0.00M,0.16,0.16M,2.03,2.03M
841,NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,1.57,1.57M,0.18,0.18M,0.0,0.00M,0.27,0.27M,2.03,2.03M
842,Dead Space,PS3,2008.0,Action,Electronic Arts,1.05,1.05M,0.67,0.67M,0.0,0.00M,0.3,0.30M,2.02,2.02M
843,Call of Duty 2,X360,2005.0,Shooter,Activision,1.81,1.81M,0.05,0.05M,0.01,0.01M,0.15,0.15M,2.02,2.02M
844,Madden NFL 15,X360,2014.0,Sports,Electronic Arts,1.76,1.76M,0.09,0.09M,0.0,0.00M,0.17,0.17M,2.02,2.02M
845,Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.82,0.82M,0.98,0.98M,0.04,0.04M,0.18,0.18M,2.02,2.02M
846,TouchMaster,DS,2007.0,Puzzle,Midway Games,0.49,0.49M,1.27,1.27M,0.0,0.00M,0.25,0.25M,2.01,2.01M
847,Tom Clancy's The Division,XOne,2016.0,Shooter,Ubisoft,1.2,1.20M,0.62,0.62M,0.0,0.00M,0.18,0.18M,2.01,2.01M
848,LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,0.77,0.77M,0.85,0.85M,0.01,0.01M,0.37,0.37M,2.0,2.00M
849,Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,0.89,0.89M,0.45,0.45M,0.53,0.53M,0.13,0.13M,2.0,2.00M
850,DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,0.35,0.35M,1.31,1.31M,0.02,0.02M,0.33,0.33M,2.0,2.00M
851,Super Street Fighter II,SNES,1993.0,Fighting,Nintendo,0.52,0.52M,0.16,0.16M,1.29,1.29M,0.03,0.03M,2.0,2.00M
852,Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,Midway Games,1.48,1.48M,0.3,0.30M,0.0,0.00M,0.22,0.22M,2.0,2.00M
853,Tenchu: Stealth Assassins,PS,1997.0,Action,Activision,0.95,0.95M,0.64,0.64M,0.27,0.27M,0.13,0.13M,1.99,1.99M
854,Tennis,GB,1989.0,Sports,Nintendo,0.75,0.75M,0.3,0.30M,0.9,0.90M,0.04,0.04M,1.99,1.99M
855,Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,1.21,1.21M,0.64,0.64M,0.05,0.05M,0.09,0.09M,1.99,1.99M
856,Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,0.75,0.75M,1.09,1.09M,0.02,0.02M,0.12,0.12M,1.98,1.98M
857,SimCity,SNES,1991.0,Simulation,Nintendo,0.93,0.93M,0.27,0.27M,0.75,0.75M,0.04,0.04M,1.98,1.98M
858,Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.25,1.25M,0.58,0.58M,0.0,0.00M,0.16,0.16M,1.98,1.98M
859,Resident Evil 6,X360,2012.0,Shooter,Capcom,1.11,1.11M,0.63,0.63M,0.07,0.07M,0.16,0.16M,1.98,1.98M
860,Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,0.72,0.72M,0.86,0.86M,0.08,0.08M,0.32,0.32M,1.97,1.97M
861,Sonic Classic Collection,DS,2010.0,Platform,Sega,0.99,0.99M,0.8,0.80M,0.0,0.00M,0.18,0.18M,1.97,1.97M
862,Spyro: Enter the Dragonfly,PS2,2002.0,Platform,Universal Interactive,0.74,0.74M,0.95,0.95M,0.0,0.00M,0.28,0.28M,1.97,1.97M
863,Call of Duty: World at War,Wii,2008.0,Shooter,Activision,1.2,1.20M,0.59,0.59M,0.0,0.00M,0.19,0.19M,1.97,1.97M
864,Devil May Cry 2,PS2,2003.0,Action,Capcom,0.71,0.71M,0.58,0.58M,0.51,0.51M,0.17,0.17M,1.97,1.97M
865,Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,1.01,1.01M,0.64,0.64M,0.02,0.02M,0.3,0.30M,1.97,1.97M
866,E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,1.84,1.84M,0.11,0.11M,0.0,0.00M,0.02,0.02M,1.97,1.97M
867,BioShock Infinite,X360,2013.0,Shooter,Take-Two Interactive,1.22,1.22M,0.57,0.57M,0.02,0.02M,0.15,0.15M,1.96,1.96M
868,Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.5,0.50M,0.5,0.50M,0.63,0.63M,0.33,0.33M,1.96,1.96M
869,Rad Racer,NES,1986.0,Racing,Nintendo,1.13,1.13M,0.37,0.37M,0.41,0.41M,0.05,0.05M,1.96,1.96M
870,Soccer,NES,1985.0,Sports,Nintendo,0.18,0.18M,0.23,0.23M,1.53,1.53M,0.02,0.02M,1.96,1.96M
